run_id,hypothesis_name,cv_folds,cv_repeats,num_hyp_samples,rank_test_score,mean_test_score,std_test_score,min_score,max_score,mean_fit_time,params
1563459866,rf,25,5,0,1,0.8464646464646465,0.06128323112525602,0.6857142857142857,1.0,0.4544320583343506,{}
1563459986,rf,25,5,0,1,0.8442199775533109,0.06198480850260081,0.6666666666666666,0.9722222222222222,0.4325323886871338,{}
1563463490,rf,25,5,0,1,0.8114478114478114,0.059774640219842835,0.6666666666666666,0.9428571428571428,0.37574845695495607,{}
1563463530,rf,25,5,0,1,0.8294051627384961,0.0529672282081657,0.6944444444444444,0.9444444444444444,0.3345930061340332,{}
1563463573,rf,25,5,0,1,0.8421997755331089,0.06782230570652617,0.6571428571428571,0.9722222222222222,0.4227028999328613,{}
1563463606,rf,25,5,0,1,0.8419753086419753,0.06294217350460536,0.7222222222222222,0.9722222222222222,0.3953847961425781,{}
1563463630,rf,25,5,0,1,0.8439955106621774,0.058287681519329705,0.6666666666666666,0.9722222222222222,0.4056133365631103,{}
1563463675,rf,25,5,0,1,0.8471380471380472,0.058231009551965376,0.6857142857142857,0.9722222222222222,0.44550208282470705,{}
1563463701,rf,25,5,0,1,0.8493827160493828,0.05445734647914207,0.7222222222222222,0.9722222222222222,0.4547815551757812,{}
1563463726,rf,25,5,0,1,0.8417508417508418,0.0588872291525764,0.6857142857142857,1.0,0.4268388042449951,{}
1563464623,rf,25,5,0,1,0.8453423120089787,0.058939296799132575,0.6857142857142857,0.9722222222222222,0.409805326461792,{}
1563464675,rf,25,5,0,1,0.8435465768799102,0.05679424068358909,0.6944444444444444,1.0,0.4040336627960205,{}
1563464721,rf,25,5,0,1,0.8435465768799102,0.06176114756405094,0.7142857142857143,1.0,0.4000061206817627,{}
1563464750,rf,25,5,0,1,0.8413019079685746,0.057697680310386794,0.6388888888888888,0.9722222222222222,0.4147954845428467,{}
1563464777,rf,25,5,0,1,0.8439955106621774,0.05699194403559043,0.6944444444444444,1.0,0.41288268089294433,{}
1563464808,rf,25,5,0,1,0.8437710437710437,0.05189970016273243,0.7142857142857143,0.9722222222222222,0.41687741279602053,{}
1563464899,rf,25,5,0,1,0.8437710437710437,0.05421732085865612,0.6666666666666666,0.9722222222222222,0.39818089485168456,{}
1563464936,rf,25,5,0,1,0.8460157126823793,0.05793754251476884,0.7222222222222222,0.9722222222222222,0.42730877494812014,{}
1563464971,rf,25,5,0,1,0.8413019079685746,0.06212795962315571,0.6388888888888888,0.9722222222222222,0.4252748870849609,{}
1563465010,rf,25,5,0,1,0.844668911335578,0.055946449649021755,0.7142857142857143,1.0,0.41466617774963377,{}
1563465044,rf,25,5,0,1,0.8435465768799102,0.06202054469621406,0.6285714285714286,0.9722222222222222,0.4044050750732422,{}
1563465070,rf,25,5,0,1,0.8410774410774411,0.05971693415818203,0.6944444444444444,0.9722222222222222,0.408885046005249,{}
1563465101,rf,25,5,0,1,0.8462401795735129,0.056829768021126374,0.6944444444444444,0.9444444444444444,0.4098131275177002,{}
1563465637,rf,25,5,0,1,0.8489337822671156,0.05278154574611884,0.6944444444444444,0.9444444444444444,0.42189741897583005,{}
1563465692,rf,25,5,0,1,0.8410774410774411,0.06347212799393159,0.6666666666666666,1.0,0.41952449607849124,{}
1563465753,rf,25,5,0,1,0.8455667789001122,0.05360170381188094,0.6857142857142857,0.9722222222222222,0.42428026962280274,{}
1563465824,rf,25,5,0,1,0.8451178451178452,0.06143601398199282,0.6388888888888888,1.0,0.45916085624694825,{}
1563465907,rf,25,5,0,1,0.8462401795735129,0.06092245229721908,0.6944444444444444,1.0,0.4509236621856689,{}
1563466286,rf,25,5,0,1,0.8462401795735129,0.056457261168333314,0.7428571428571429,0.9722222222222222,0.43187693786621095,{}
1563466345,rf,25,5,0,1,0.8496071829405163,0.054209762751917426,0.6944444444444444,0.9444444444444444,0.434449161529541,{}
1563466421,rf,25,5,0,1,0.8464646464646465,0.061157932457396126,0.6571428571428571,0.9444444444444444,0.42406562995910646,{}
1563466566,rf,25,5,0,1,0.8505050505050505,0.050898972126474845,0.7222222222222222,0.9444444444444444,0.4407120056152344,{}
1563467115,rf,25,5,0,1,0.8455667789001122,0.0592968960266373,0.6666666666666666,0.9714285714285714,0.46300200843811035,{}
1563467512,rf,25,5,0,1,0.8473625140291807,0.061963438891622695,0.6388888888888888,0.9714285714285714,0.43899527740478517,{}
1563467574,rf,25,5,0,1,0.8442199775533109,0.06297787320432119,0.6666666666666666,1.0,0.44346435737609863,{}
1563467623,rf,25,5,0,1,0.8471380471380472,0.053330719633282286,0.6944444444444444,0.9722222222222222,0.42882839012145996,{}
1563467650,rf,25,5,0,1,0.8491582491582491,0.05065241777088053,0.7142857142857143,0.9722222222222222,0.41866488456726075,{}
1563467677,rf,25,5,0,1,0.848260381593715,0.059562069807307404,0.6944444444444444,0.9722222222222222,0.41238128852844236,{}
1563467700,rf,25,5,0,1,0.8473625140291807,0.06022762205043414,0.7222222222222222,1.0,0.4153560161590576,{}
1563467722,rf,25,5,0,1,0.84668911335578,0.06338671412816357,0.6944444444444444,1.0,0.4155416030883789,{}
1563467744,rf,25,5,0,1,0.8473625140291807,0.06222755024859193,0.6666666666666666,1.0,0.41736971282958985,{}
1563467773,rf,25,5,0,1,0.8453423120089787,0.06035829300445082,0.6666666666666666,0.9714285714285714,0.4467412643432617,{}
1563467862,rf,25,5,0,1,0.84668911335578,0.0516352718640496,0.6666666666666666,0.9444444444444444,0.42195262145996093,{}
